,CSCO,INTC,Spread,ZScore
118,54.995,48.815,0.32219999999999516,-0.19032266017985042
119,54.43,47.755,0.9443999999999946,0.06738948601927111
120,53.885,47.165,1.0601999999999947,0.10727556103622153
121,54.145,47.185,1.2977999999999952,0.2168500115899898
122,53.795,46.65,1.546999999999997,0.32472539510671505
123,52.41,46.205,0.6603999999999957,0.017055272323674583
124,51.36,46.135,-0.3112000000000066,-0.30526320441636784
125,51.685,46.64,-0.5518000000000001,-0.32934500010036566
126,50.715,45.31,-0.032200000000003115,-0.014091286408802261
127,50.655,46.275,-1.1730000000000018,-0.5115143736003918
128,51.37,47.555,-1.891600000000004,-0.808051828247267
129,52.545,47.735,-0.9182000000000059,-0.2064004729815202
130,52.31,47.125,-0.47000000000000597,0.1124756232255697
131,50.9,46.175,-0.8160000000000025,-0.07323076306195457
132,51.475,46.69,-0.8177999999999983,-0.17362753812206871
133,50.445,45.165,-0.13980000000000103,0.19160732854849177
134,48.87,44.865,-1.3788000000000125,-0.8560555739743777
135,50.18,46.475,-1.872000000000007,-1.4707519977673724
136,48.545,43.25,0.10499999999999687,0.25492462592336557
137,49.415,44.605,-0.5426000000000002,-0.3577704086878382
138,49.475,44.705,-0.5945999999999998,-0.337847263041341
139,51.12,46.175,-0.5960000000000036,-0.29657987564354893
140,49.165,44.6,-0.7870000000000061,-0.4260457786813049
141,48.89,44.3,-0.7259999999999991,-0.2871858228964618
142,48.525,43.07,0.28659999999999286,1.0275195018585541
143,49.11,44.01,-0.18120000000000402,0.666942822005743
144,48.215,42.83,0.24540000000000362,1.4470985124217102
145,47.86,42.84,-0.12080000000000979,0.8158398431493554
146,49.12,43.6,0.2879999999999896,1.3518459466656367
147,48.565,43.08,0.3153999999999968,1.3293146125123776
148,50.15,44.4,0.42199999999999704,1.3399690340920067
149,47.93,42.35,0.49799999999999045,1.3846912906001925
150,41.35,42.01,-5.7012,-3.862091977885817
151,42.555,41.65,-4.0930000000000035,-2.1789240519830053
152,42.965,42.0,-4.075000000000003,-1.8668604234797275
153,43.38,41.67,-3.2904000000000053,-1.2739019677010495
154,43.61,42.2,-3.6540000000000106,-1.3286951435441787
155,44.59,43.48,-4.107599999999998,-1.4228857539049868
156,45.215,44.55,-4.680999999999997,-1.5452669861701032
157,44.65,44.42,-5.100400000000008,-1.5461308436777024
158,44.825,44.11,-4.5782000000000025,-1.182552574353102
159,45.38,44.84,-4.840800000000009,-1.1753699522351568
160,44.845,43.39,-3.751800000000003,-0.6407723290494381
161,44.925,43.34,-3.6158000000000143,-0.5257156511675741
162,45.165,43.53,-3.5886000000000067,-0.45872746841366147
163,44.52,41.23,-1.657599999999995,0.4417740225641792
164,43.865,40.01,-0.9461999999999975,0.7940192756983562
165,43.1,39.18,-0.7816000000000045,0.9170675418708265
166,42.855,37.77,0.5525999999999911,1.5012711624271713
167,42.525,37.93,0.04339999999999833,1.2802168773616631
168,43.41,38.65,0.12199999999999278,1.3294617538756421
169,42.935,37.34,1.1141999999999967,1.7351145631442628
170,43.005,36.97,1.5985999999999976,1.8554588696075343
171,43.745,37.73,1.4873999999999938,1.6179430553825758
172,43.18,37.38,1.314399999999992,1.381516659723279
173,42.545,37.41,0.6458000000000013,1.0036018866043621
174,43.705,38.61,0.46179999999999666,0.8467283742705033
175,43.38,38.63,0.11439999999999628,0.6370066480507961
176,42.675,37.78,0.36139999999998906,0.6647273285476754
177,42.5,37.29,0.735199999999999,0.7450176081026578
178,42.26,37.41,0.36079999999999757,0.5100185100468807
179,42.22,36.34,1.5191999999999908,0.9938916949233201
180,41.96,36.69,0.8671999999999969,0.6026801279292623
181,42.69,36.99,1.261199999999988,0.7854953542407584
182,43.22,38.14,0.5031999999999925,0.17478293938683273
183,43.39,37.99,0.8411999999999935,0.4053014339482362
184,43.25,37.2,1.5859999999999914,1.308457132237191
185,42.86,37.21,1.1847999999999956,0.6934997398860506
186,42.7,37.21,1.024799999999999,0.35800353715989414
187,42.33,37.71,0.09479999999999222,-1.3685467750400562
188,43.07,38.62,-0.18440000000000367,-1.8104733171059675
189,42.6,38.71,-0.7552000000000021,-2.4126761440601823
190,44.03,40.22,-1.0164000000000044,-2.288029639622716
191,44.13,40.56,-1.2972000000000037,-2.229766823118402
192,44.58,40.61,-0.9032000000000053,-1.560442538640612
193,44.46,39.2,0.5559999999999903,0.2156079383656387
194,44.34,39.16,0.4808000000000021,0.13383193563921855
195,43.83,38.96,0.19479999999999364,-0.19990403188379632
196,44.64,40.18,-0.3616000000000028,-0.8376333458533931
197,45.62,39.71,1.1447999999999894,0.9064885784089066
198,45.37,36.31,4.702799999999989,3.2554230646878457
199,45.2,36.81,3.9727999999999994,2.200405701487293
